"","comuna","2011","2012","2013","2014","2015","2016","2017","2018","2019","class","prob1","prob2"
"160","Olmué",0.0577223088923557,0.732984293193717,0.00810810810810811,NA,0.501446480231437,0.358439201451906,0.603404255319149,0.339887640449438,0.445121951219512,"1",0.804,0.196
"161","Osorno",0.18641810918775,0.135043150601677,0.240473061760841,0.240143784786642,0.328195449302716,0.357312171493353,0.661800986842105,0.201933701657459,0.248544254658385,"1",0.972,0.028
"162","Ovalle",0.125772558714462,0.251603498542274,0.200802139037433,0.165513951824469,0.28799310196163,0.075751582278481,0.229317046085508,0.216421872235003,0.372155287817938,"1",0.996,0.004
"163","Padre Hurtado",0.513022410660206,0.488427299703264,0.58337314859054,0.56978289765175,0.583014861995754,0.471287940935193,0.424095486758672,0.285310734463277,0.367411025819958,"1",0.581,0.419
"164","Padre Las Casas",NA,0.467020470053071,0.447248510339993,0.262168823166975,0.112220916568743,0.095464725643897,0.223181580324437,0.0931324110671937,0.253457319980925,"1",0.996,0.004
"165","Paillaco",0.257743362831858,0.177598385469223,0.587793427230047,0.147811725846408,0.211009174311927,0.398180545836249,0.681486396814864,0.733207784055242,0.694460308395203,"2",0.338,0.662
"166","Paine",0.0191489361702128,0.0391608391608392,0.132969798657718,0.0201978565539984,0.241306638566913,0.184103047439522,0.246084337349398,0.118806143146914,0.496632124352332,"1",0.997,0.003
"167","Palmilla",NA,0.00718132854578097,0.0177705977382876,0.0183875530410184,0.012311901504788,0.197560975609756,0.352806414662085,0.0260960334029228,0.41105527638191,"1",0.999,0.001
"168","Panguipulli",0.360885608856089,0.356756756756757,0.228015075376884,0.413892078071183,0.244305239179954,0.333844580777096,0.440767386091127,0.483541956420955,0.505967604433078,"1",0.833,0.167
"169","Panquehue",NA,NA,NA,NA,0.234866828087167,0.342168674698795,NA,0.0350109409190372,NA,"1",0.992,0.008
"170","Paredones",NA,NA,NA,NA,NA,NA,NA,0.908018867924528,0.397752808988764,"2",0.188,0.812
"171","Parral",0.000658761528326746,0.478335233751425,0.270366598778004,0.463031423290203,0.0785536159600998,0.245011971268955,0.172782874617737,0.134951802927526,0.192280701754386,"1",0.997,0.003
"172","Pedro Aguirre Cerda",0.156436050092383,0.258328680439233,0.32792327554408,0.289545609839426,0.415399547072145,0.346864586488943,0.35000859549596,0.51296111665005,0.472739144629448,"1",0.871,0.129
"173","Pelarco",NA,0.350409836065574,0.412429378531073,0.191919191919192,0.572504708097928,0.443462897526502,0.525167785234899,0.230867346938776,0.370879120879121,"1",0.86,0.14
"174","Pelluhue",NA,NA,NA,0.508353221957041,0.579418344519016,0.555555555555556,0.001953125,0.649214659685864,0.354275741710297,"1",0.699,0.301
"175","Pemuco",NA,0.929095354523227,0.6529284164859,0.965163934426229,0.596491228070175,0.724857685009488,0.64695652173913,0.531847133757962,0.397435897435897,"2",0.016,0.984
"176","Peñaflor",0.280461427541456,0.217936945209672,0.217833632555356,0.097478554717962,0.152029520295203,0.149800266311585,0.0953104646113765,0.0536783575705731,0.336407461748061,"1",0.999,0.001
"177","Peñalolén",0.302375537022997,0.324495229642778,0.429046332848535,0.553676183026985,0.498038857976831,0.414532243415077,0.482804000701878,0.580961974313775,0.520542283210713,"2",0.401,0.599
"178","Pencahue",0.528846153846154,0.0827886710239651,0.583984375,0.654275092936803,0.605128205128205,0.605304212168487,0.661585365853659,0.768802228412256,0.612980769230769,"2",0.036,0.964
"179","Penco",0.371597096188748,0.3123973727422,0.349587396849212,0.562564278368186,0.267903645833333,0.314459665144597,0.228492136910268,0.472780203784571,0.568371317398555,"1",0.832,0.168
"180","Peralillo",0.0365384615384615,0.706375838926175,0.791540785498489,NA,0.39348710990502,0.486624203821656,0.094047619047619,NA,0.0916114790286976,"1",0.95,0.05
"181","Perquenco",NA,NA,NA,NA,NA,NA,NA,0.765853658536585,0.424719101123596,"2",0.331,0.669
"182","Petorca",0.739234449760766,0.00697674418604651,0.48804780876494,0.162735849056604,0.53639846743295,0.532258064516129,0.62748643761302,0.750841750841751,0.786707882534776,"2",0.092,0.908
"183","Peumo",0.740103270223752,0.678461538461538,0.781954887218045,0.554012345679012,0.418103448275862,0.0403120936280884,0.49813200498132,0.541984732824427,0.557800224466891,"2",0.311,0.689
"184","Pichidegua",0.609879032258065,0.353456669912366,0.716587677725118,0.378221113881962,0.506191950464396,0.587725631768953,0.485910652920962,0.423828125,0.341880341880342,"2",0.46,0.54
"185","Pichilemu",0.615925058548009,0.554323725055432,0.384444444444444,0.185714285714286,0.26063829787234,0.5254730713246,0.469849246231156,0.476135040745052,0.895553257497415,"2",0.27,0.73
"186","Pinto",0.503759398496241,0.730318257956449,0.622058823529412,0.75,0.676359039190898,0.671005917159763,0.673033707865169,0.730883813306852,0.662626262626263,"2",0.007,0.993
"187","Pirque",0.346153846153846,0.416558861578266,0.380410022779043,0.491967871485944,0.520814880425155,0.462157809983897,0.776972624798712,0.282753515914138,0.572850035536603,"2",0.344,0.656
"188","Pitrufquén",NA,NA,0.514018691588785,NA,NA,0.057037037037037,0.138233310856372,0.175328741390106,0.198856416772554,"1",0.996,0.004
"189","Placilla",NA,NA,NA,0.392324093816631,0.0427698574338086,0.56120527306968,0.490693739424704,0.0445544554455446,0.615126050420168,"1",0.928,0.072
"190","Portezuelo",NA,NA,0.549751243781095,0.883610451306413,0.574736842105263,0.448347107438017,0.769825918762089,0.862068965517241,0.930909090909091,"2",0.003,0.997
"191","Pozo Almonte",NA,NA,0.185873605947955,0.326959847036329,0.169811320754717,0.0616113744075829,0.0247678018575851,0.0103092783505155,0.0290697674418605,"1",1,0
"192","Providencia",0.33093881595244,0.518650088809947,0.420708634330925,0.255172413793103,0.296397214653345,0.372784448256146,0.242707760044029,0.182011546642358,0.270985915492958,"1",0.98,0.02
"193","Puchuncaví",NA,0.301458670988655,0.15530303030303,0.109571788413098,0.0278833967046895,0.00207253886010363,0.420253164556962,0.00217864923747277,0.423814328960646,"1",0.998,0.002
"194","Pucón",0.00154798761609907,NA,0.0273381294964029,0.163341645885287,0.022289766970618,0.0223735408560311,0.142463235294118,0.101278269419862,0.331691297208539,"1",1,0
"195","Pudahuel",0.0992789080607777,0.162032816773017,0.213357477631018,0.337557603686636,0.351394003156234,0.492424242424242,0.665198998532332,0.534321996270314,0.455904204177956,"1",0.712,0.288
"196","Puente Alto",0.20025641025641,0.149043198672406,0.368599257884972,0.926539491298527,0.180310326377742,0.359116022099448,0.251184834123223,0.378054021886468,0.287938111777708,"1",0.936,0.064
"197","Puerto Montt",0.267544563995503,0.158954584404456,0.0977661334804192,0.441699867197875,0.485176470588235,0.561435179961638,0.58622519367505,0.507692307692308,0.441021564145881,"1",0.641,0.359
"198","Puerto Octay",NA,0.450632911392405,0.413636363636364,0.309623430962343,0.421471172962227,0.313688212927757,0.285470085470085,0.504491017964072,0.527548209366391,"1",0.791,0.209
"199","Puerto Varas",0.373588184187663,0.2536,NA,0.778343023255814,0.477638640429338,0.0361238532110092,0.557151780137414,0.0676883780332056,0.537610619469027,"1",0.876,0.124
"200","Punitaqui",0.243498817966903,NA,0.357833655705996,0.38768115942029,0.359663865546218,0.507739938080495,0.387942332896461,0.264429530201342,0.35378590078329,"1",0.916,0.084
"201","Punta Arenas",0.329188481675393,0.242453939631517,0.215890410958904,0.496950186377499,0.40373771548252,0.405161881490531,0.440832620473339,0.429936305732484,0.346607070296627,"1",0.867,0.133
"202","Purén",0.274725274725275,0.297665369649805,0.0834845735027223,0.112903225806452,0.103146853146853,0.226851851851852,0.801788375558867,0.490013315579228,0.00113378684807256,"1",0.985,0.015
"203","Purranque",0.0991983967935872,0.0257142857142857,0.498545101842871,0.549376797698945,0.513590844062947,0.350631136044881,0.42449773169151,0.561007957559682,0.604899497487437,"1",0.552,0.448
"204","Putaendo",0.351351351351351,0.218421052631579,0.497542997542998,0.621076233183857,0.653403141361257,0.150353178607467,0.222222222222222,0.704500978473581,0.0946859903381643,"1",0.874,0.126
"205","Puyehue",0.514177693761815,0.443708609271523,0.388978930307942,0.590027700831025,0.624853458382181,0.665919282511211,0.611630321910696,0.742718446601942,0.639616055846422,"2",0.033,0.967
"206","Quellón",0.649446494464945,0.643312101910828,0.638680659670165,0.717482517482517,0.684340320591862,0.480492813141684,0.703874538745387,0.666949152542373,0.355435620663069,"2",0.046,0.954
"207","Quemchi",NA,NA,NA,NA,NA,NA,NA,0.1256038647343,0.121559633027523,"1",0.995,0.005
"208","Quilicura",0.111792105908311,0.119244135534318,0.147218316931111,0.176407314449624,0.211075029909417,0.246146586977037,0.41751587653227,0.259822039698836,0.180212899185974,"1",0.996,0.004
"209","Quilleco",NA,NA,NA,0.812133072407045,0.649557522123894,0.567610062893082,0.739197530864197,0.733834586466165,0.70306258322237,"2",0.008,0.992
"210","Quillón",0.224154589371981,0.171818181818182,0.5439453125,0.757602085143354,0.392006802721088,0.689519306540583,0.515718562874252,0.7296918767507,0.387931034482759,"2",0.197,0.803
"211","Quillota",0.208461276015012,0.692632850241546,0.688172043010753,0.67638560546362,0.592263334935127,0.552085707772966,0.559051814558422,0.783895796329189,0.861446977205154,"2",0.01,0.99
"212","Quilpué",0.00993949870354365,0.020997375328084,0.142525035765379,0.0652435875365812,0.178883658372562,0.272430668841762,0.323349537400031,0.359486873508353,0.485714285714286,"1",0.991,0.009
"213","Quinchao",NA,NA,NA,NA,NA,NA,NA,NA,0.25,"1",0.947,0.053
"214","Quinta de Tilcoco",0.340764331210191,0.523308270676692,0.384949348769899,0.421542553191489,0.404052443384982,0.289887640449438,0.154913294797688,0.398609501738123,0.198372329603255,"1",0.965,0.035
"215","Quinta Normal",0.078531796841656,0.033269129749606,0.0438342967244701,0.0752120339254281,0.136483755635007,0.231148804934464,0.268263292664558,0.274529814841814,0.382035751218792,"1",0.997,0.003
"216","Quintero",NA,NA,0.124575311438279,0.0637450199203187,0.153439153439153,0.535236396074933,0.0698299015219337,0.062888198757764,0.125910509885536,"1",0.999,0.001
"217","Quirihue",0.5489443378119,0.723327305605787,0.750889679715303,0.787456445993031,0.943238731218698,0.6875,0.653585926928281,0.81555834378921,0.866586538461538,"2",0.001,0.999
"218","Rancagua",0.265245354930919,0.458857588241844,0.540890776434716,0.330200371824003,0.378527116269762,0.68204252088079,0.680904522613065,0.405955969672056,0.630907209382546,"2",0.23,0.77
"219","Ránquil",NA,NA,NA,0.135338345864662,0.712669683257919,0.447368421052632,0.567877629063097,0.603696098562628,0.557835820895522,"2",0.346,0.654
"220","Rauco",NA,0.339066339066339,0.515657620041754,0.643129770992366,0.689716312056738,0.744113029827316,0.70697012802276,0.782994923857868,0.787631271878646,"2",0.007,0.993
"221","Recoleta",0.165238480194018,0.136648680180837,0.137510879025239,0.180732926152138,0.213501423342822,0.329663127539651,0.280575539568345,0.300256514108276,0.342575904616664,"1",0.992,0.008
"222","Renaico",0.490769230769231,0.418290854572714,0.293865905848787,NA,NA,0.173346693386774,0.70736629667003,0.388489208633094,0.0227272727272727,"1",0.948,0.052
"223","Renca",0.0602669807616804,0.0253652271632686,0.0885265884504038,0.0518593840790238,0.011869850579528,0.12444733420026,0.331966012305889,0.342000295464618,0.353572363255692,"1",0.998,0.002
"224","Rengo",0.696781479390175,0.585651537335286,0.428192664604507,0.338997821350763,0.00165220983064849,0.000379362670713202,0.0735189150606709,0.0610759493670886,0.118226600985222,"1",0.999,0.001
"225","Requínoa",0.0767018216682646,0.27141568981064,0.00820344544708778,0.209083790133125,0.201050262565641,0.148936170212766,0.124735729386892,0.225746268656716,0.0852803738317757,"1",0.999,0.001
"226","Retiro",0.0812294182217344,0.652985074626866,0.571428571428571,0.609579100145138,0.595104895104895,0.565160445317616,0.590428837787446,0.531341534856473,0.659353348729792,"2",0.079,0.921
"227","Rinconada",NA,NA,NA,NA,NA,0.108156028368794,0.1664,0.134275618374558,0.587278106508876,"1",0.992,0.008
"228","Río Bueno",0.0418118466898955,0.163659793814433,0.159698025551684,0.122198505869797,0.293550025393601,0.277281746031746,0.446096654275093,0.455492424242424,0.237438861716318,"1",0.985,0.015
"229","Río Claro",0.120817843866171,0.198594024604569,0.653061224489796,0.491689750692521,0.127247579529737,0.15521327014218,0.207236842105263,0.0747126436781609,0.0281837160751566,"1",0.998,0.002
"230","Río Negro",0.352727272727273,0.301634472511144,0.199714693295292,0.625954198473282,0.600487210718636,0.444444444444444,0.320754716981132,0.583795782463929,0.55709711846318,"2",0.466,0.534
"231","Romeral",NA,NA,0.32,0.659411011523688,0.340400471142521,NA,0.48696682464455,0.292763157894737,0.285115303983228,"1",0.857,0.143
"232","Saavedra",0.442307692307692,0.197396963123644,0.478095238095238,0.0689655172413793,0.69195751138088,0.31636863823934,0.0260416666666667,0.167948717948718,0.408352668213457,"1",0.98,0.02
"233","Sagrada Familia",0.74616292798111,0.676612127045236,0.411198600174978,0.683257918552036,0.601769911504425,0.574105621805792,0.631004366812227,0.505509641873278,0.429981492905614,"2",0.097,0.903
"234","Salamanca",0.480452674897119,0.467819404418828,0.770676691729323,0.601398601398601,0.608979591836735,0.621434078643022,0.649962602842184,0.77717019822283,0.688185926404132,"2",0.012,0.988
"235","San Antonio",0.0500733291430966,0.124206349206349,0.211386918833727,0.329221137911987,0.299020450249184,0.361473649430035,0.355688811740571,0.370416024653313,0.356923076923077,"1",0.973,0.027
"236","San Bernardo",0.16261921148363,0.228067387158296,0.375238458603586,0.493724921027918,0.60438197602315,0.848188976377953,0.594733745219182,0.690734228091581,0.559894956568581,"2",0.086,0.914
"237","San Carlos",0.345217391304348,0.349010824934677,0.360928299272601,0.342754058929645,0.324034334763948,0.481079650701244,0.382039196229223,0.440429910816373,0.15847476305929,"1",0.935,0.065
"238","San Clemente",0.569452796151533,0.594298245614035,0.569044006069803,0.428244972577697,0.561904761904762,0.56629392971246,0.599188790560472,0.540284360189573,0.555222887558217,"2",0.114,0.886
"239","San Esteban",0.913223140495868,0.0222602739726027,0.512781954887218,0.0474254742547425,0.861728395061728,0.563758389261745,0.202191235059761,0.397626112759644,0.405330882352941,"1",0.737,0.263
"240","San Felipe",0.114296351451973,0.221536351165981,0.321106621075536,0.262331220721962,0.278176229508197,0.325888324873096,0.343144468972284,0.364016736401674,0.339041794087666,"1",0.974,0.026
"241","San Fernando",0.0239093959731544,0.0238576627577841,0.202307692307692,0.29075691411936,0.121727748691099,0.0431904161412358,0.0133293838862559,0.40270346381301,0.41222366710013,"1",0.998,0.002
"242","San Ignacio",0.312917594654788,0.532275132275132,0.482228626320845,0.520246478873239,0.296206618240517,0.2298937784522,0.153185397279885,0.277327935222672,0.350062735257215,"1",0.962,0.038
"243","San Javier",0.279187817258883,0.183957732949087,0.234851835471031,0.109035621198957,0.266161213088587,0.367302052785924,0.397148676171079,0.333882663150956,0.358502742820265,"1",0.977,0.023
"244","San Joaquín",0.358783364369957,0.523235800344234,0.643642397842771,0.579701248209536,0.494743481917578,0.41530156366344,0.451219512195122,0.375528169014085,0.424847958297133,"1",0.512,0.488
"245","San José de Maipo",0.206088992974239,0.346007604562738,0.345486111111111,0.280876494023904,0.493548387096774,0.587904360056259,0.353675450762829,0.299847792998478,0.192118226600985,"1",0.938,0.062
"246","San Juan de la Costa",NA,NA,0.611001964636542,0.366359447004608,0.350840336134454,0.35408560311284,0.315985130111524,0.726968174204355,0.60672514619883,"2",0.437,0.563
"247","San Miguel",0.11813408723748,0.371243042671614,0.304895608351332,0.345909668057319,0.201795212765957,0.45792,0.307188498402556,0.203480169305534,0.45218045112782,"1",0.964,0.036
"248","San Nicolás",0.80338266384778,0.657534246575342,0.776290630975143,0.815275310834814,0.7508038585209,0.695086705202312,0.577608142493639,0.656215005599104,0.680203045685279,"2",0.005,0.995
"249","San Pablo",0.00806451612903226,0.162055335968379,0.025830258302583,0.298412698412698,0.23342939481268,0.0881578947368421,0.290886392009988,0.585564610011641,0.509895227008149,"1",0.977,0.023
"250","San Pedro",NA,NA,NA,NA,NA,NA,0.0403800475059382,0.12472647702407,0.20995670995671,"1",0.998,0.002
"251","San Pedro de la Paz",0.230680507497116,0.322364901016586,0.322854934295285,0.356938483547926,0.422972360670594,0.385702580909463,0.404625420043487,0.240406320541761,0.189645874528132,"1",0.969,0.031
"252","San Rafael",NA,0.281795511221945,0.193482688391039,0.316793893129771,0.210247349823322,0.558058925476603,0.901477832512315,0.0807453416149068,0.125301204819277,"1",0.952,0.048
"253","San Ramón",0.270499108734403,0.389925373134328,0.397398314400879,0.329684908789386,0.362063389391979,0.494263340010927,0.475729832440836,0.457076948426429,0.478175895765472,"1",0.701,0.299
"254","San Rosendo",NA,NA,NA,NA,NA,NA,0.390291262135922,NA,0.481662591687042,"1",0.785,0.215
"255","San Vicente",0.385549872122762,0.544516129032258,0.836305732484076,0.14934725848564,0.378059836808704,0.536359983929289,0.642910447761194,0.823422108719445,0.322646657571623,"2",0.207,0.793
"256","Santa Bárbara",0.730210016155089,0.445801526717557,0.608811748998665,0.206935123042506,0.643715846994536,0.670146137787056,0.646766169154229,0.565094339622642,0.52664298401421,"2",0.096,0.904
"257","Santa Cruz",0.105857066093498,0.252267573696145,0.243169398907104,0.227955911823647,0.269523809523809,0.134394341290893,0.0661625708884688,0.402351156617368,0.856035889070147,"1",0.955,0.045
"258","Santa Juana",0.448840381991814,0.430025445292621,0.427725118483412,0.479955456570156,0.562634989200864,0.657676348547718,0.498550724637681,0.49867374005305,0.563186813186813,"2",0.205,0.795
"259","Santa María",0.409181636726547,0.387272727272727,0.282051282051282,0.381954887218045,0.195890410958904,0.22477650063857,0.269607843137255,0.317307692307692,0.339157245632066,"1",0.978,0.022
"260","Santiago",0.0429528934201831,0.0712702774576722,0.19272563987427,0.361564719992619,0.104193800468872,0.281748375664501,0.171209540034072,0.123190816835801,0.193920127160739,"1",0.999,0.001
"261","Santo Domingo",NA,NA,NA,0.0304449648711944,0.328125,0.302277432712215,0.346080305927342,0.12829525483304,0.292682926829268,"1",0.994,0.006
"262","Talagante",0.0433660299432111,0.00919963201471941,0,0.0147420147420147,0.0469644902634593,0.465709156193896,0.591118421052632,0.204513792142658,0.250538793103448,"1",0.996,0.004
"263","Talca",0.0307826520438684,0.204016703121893,0.170722814693282,0.203847728203029,0.13961113229127,0.191768362010157,0.373741007194245,0.369502936542043,0.241133333333333,"1",0.994,0.006
"264","Talcahuano",0.0847207897451009,0.072475460535162,0.21752820781947,0.183946092918785,0.240796881766999,0.208045120783229,0.202365863962822,0.216108615761535,0.239407407407407,"1",0.998,0.002
"265","Taltal",0.0345679012345679,0.512643678160919,0.21830985915493,0.368181818181818,0.00213219616204691,0.431067961165049,0.193262411347518,0.176068376068376,0.15946348733234,"1",0.996,0.004
"266","Temuco",0.035283608753908,0.0714063310845874,0.102005730659026,0.133435444634652,0.259538818845388,0.21956418758882,0.290081626366857,0.288298206983328,0.284538761368558,"1",0.996,0.004
"267","Teno",0.163753449862006,0.154106689246401,0.360232945091514,0.279355333844973,0.207042253521127,0.181933842239186,0.544906570223026,0.378502001143511,0.463239358761747,"1",0.949,0.051
"268","Teodoro Schmidt",0.214035087719298,0.0636515912897822,NA,0.369924812030075,0.201037613488975,0.135654261704682,0.144768856447689,0.102564102564103,0.213470319634703,"1",0.999,0.001
"269","Tierra Amarilla",NA,0.318840579710145,0.230671736375158,0.385630498533724,0.856338028169014,0.160398230088496,0.323563892145369,0.428571428571429,0.218535469107551,"1",0.919,0.081
"270","Tiltil",NA,0.183870967741935,0.283842794759825,0.368217054263566,0.353643966547192,0.279545454545455,0.062363238512035,0.616666666666667,0.329918032786885,"1",0.966,0.034
"271","Tirúa",0.15,0.135198135198135,0.0508083140877598,0.320879120879121,0.268537074148297,0.435028248587571,0.0805860805860806,0.307155322862129,0.251327433628319,"1",0.995,0.005
"272","Tocopilla",NA,NA,0.243166823751178,0.129744042365402,0.291324200913242,0.58479020979021,0.507197290431837,0.419278996865204,0.803482587064677,"1",0.62,0.38
"273","Toltén",0.371702637889688,0.63680387409201,0.687793427230047,0.396378269617706,0.588785046728972,0.304492512479201,0.130708661417323,0.371387283236994,0.323863636363636,"1",0.853,0.147
"274","Tomé",0.147141143542583,0.37611132586007,0.223786066150598,0.181540549711571,0.149822695035461,0.218982445700684,0.286315199102636,0.276496430532674,0.364843335103558,"1",0.991,0.009
"275","Traiguén",0.0652173913043478,0.274973147153598,NA,0.357729648991785,0.379692307692308,0.654761904761905,0.802568218298555,0.281124497991968,0.159880239520958,"1",0.839,0.161
"276","Treguaco",NA,NA,NA,NA,0.945701357466063,0.829831932773109,0.8,0.553145336225597,0.535648994515539,"2",0.006,0.994
"277","Tucapel",0.489304812834225,0.220973782771536,0.537240537240537,0.436602870813397,0.540571428571429,0.663782447466007,0.489795918367347,0.604184829991282,0.561788617886179,"2",0.18,0.82
"278","Valdivia",0.330898075552388,0.291741914299787,0.412402849740933,0.358433253397282,0.360236491131583,0.460467630760914,0.40678818353237,0.289918597370069,0.344658493870403,"1",0.911,0.089
"279","Vallenar",0.00198117880138683,0.0304347826086957,0.118119726797911,0.0334615384615385,0.235239852398524,0.0426300578034682,0.0677430677430677,0.265574937700249,0.00892550635084106,"1",1,0
"280","Valparaíso",0.0642626321974148,0.149911316069528,0.144102106635559,0.0978065674704977,0.199412772204551,0.0956828193832599,0.178451178451178,0.137018841440371,0.168137922862729,"1",0.999,0.001
"281","Victoria",0.50082281952825,0.421291624621594,0.456104532462229,0.438071065989848,0.454545454545455,0.284539473684211,0.185007974481659,0.526885880077369,0.598449612403101,"1",0.692,0.308
"282","Vicuña",0.27134724857685,0.771555555555556,0.261146496815287,0.246644295302013,0.424703891708968,0.0901287553648069,0.509193776520509,0.464190981432361,0.655984303466318,"1",0.71,0.29
"283","Vilcún",NA,0.124653739612188,0.165596919127086,NA,0.181328545780969,0.00400641025641026,0.000714796283059328,0.0204359673024523,0.09,"1",1,0
"284","Villa Alegre",0.20109439124487,0.160264900662252,0.135200974421437,0.00109769484083425,0.0692007797270955,0.574090505767524,0.565614617940199,0.0928764652840397,0.0851433536055604,"1",0.996,0.004
"285","Villa Alemana",0.140777983593543,NA,NA,0.16156462585034,0.463768115942029,0.304283914321714,0.417835671342685,0.457068837897853,0.709239130434783,"1",0.795,0.205
"286","Villarrica",0.451496388028896,0.24063464081093,0.382969237628177,0.438748913987837,0.42583918813427,0.414779056813962,0.480796586059744,0.270687237026648,0.303030303030303,"1",0.892,0.108
"287","Viña del Mar",0.00540540540540541,0.00294849350410025,0.00245614035087719,0.000828912466843501,0.018824094841397,0.00626658802713064,0.125036033439031,0.266827949338267,0.31481350414042,"1",1,0
"288","Vitacura",0.310280373831776,0.105172413793103,0.621259029927761,0.529634300126103,0.546034639927074,0.276558384547849,0.4860853432282,0.456108597285068,0.172884440400364,"1",0.852,0.148
"289","Yerbas Buenas",0.396306818181818,0.229974160206718,NA,0.597030752916225,0.696266397578204,0.725274725274725,0.68848167539267,0.633169360505973,0.191536748329621,"2",0.185,0.815
"290","Yumbel",0.527452745274527,0.58955223880597,0.512630014858841,0.562784645413142,0.612882653061224,0.598224852071006,0.521334792122538,0.561526870919136,0.141787319021468,"2",0.362,0.638
"291","Yungay",0.560240963855422,0.66839378238342,0.431261770244821,0.615794143744454,0.663551401869159,0.397830018083183,0.48690728945506,0.625598904859685,0.497128270580728,"2",0.144,0.856
"292","Zapallar",NA,NA,NA,NA,0.245049504950495,0.219512195121951,0.751648351648352,0.76355748373102,0.537777777777778,"2",0.444,0.556
